date,symbols,count
2020-09-11,"bj831305,bj834415,sh600053,sh600055,sh600126,sh600185,sh600198,sh600200,sh600268,sh600315,sh600332,sh600360,sh600387,sh600410,sh600505,sh600513,sh600550,sh600604,sh600639,sh600640,sh600667,sh600776,sh600834,sh600883,sh601137,sh601609,sh601778,sh601990,sh603021,sh603068,sh603078,sh603093,sh603096,sh603200,sh603305,sh603327,sh603360,sh603367,sh603379,sh603383,sh603439,sh603527,sh603530,sh603533,sh603538,sh603559,sh603598,sh603608,sh603611,sh603662,sh603669,sh603686,sh603721,sh603739,sh603811,sh603815,sh603823,sh603839,sh603879,sh603881,sh603890,sh603927,sh603982,sh603983,sh603986,sh605001,sh605158,sh688001,sh688005,sh688010,sh688016,sh688018,sh688020,sh688028,sh688030,sh688033,sh688039,sh688058,sh688078,sh688080,sh688088,sh688090,sh688118,sh688123,sh688177,sh688199,sh688218,sh688228,sh688288,sh688299,sh688300,sh688318,sh688321,sh688358,sh688360,sh688363,sh688377,sh688389,sh688398,sh688505,sh688566,sh688579,sz000004,sz000021,sz000063,sz000551,sz000567,sz000586,sz000652,sz000681,sz000810,sz000851,sz000868,sz000915,sz000977,sz002046,sz002047,sz002058,sz002074,sz002103,sz002115,sz002120,sz002134,sz002138,sz002156,sz002160,sz002169,sz002174,sz002187,sz002223,sz002227,sz002243,sz002251,sz002262,sz002273,sz002351,sz002353,sz002382,sz002384,sz002396,sz002399,sz002401,sz002405,sz002436,sz002439,sz002456,sz002460,sz002463,sz002465,sz002468,sz002480,sz002549,sz002603,sz002605,sz002623,sz002624,sz002653,sz002661,sz002697,sz002755,sz002778,sz002796,sz002815,sz002846,sz002859,sz002864,sz002876,sz002880,sz002901,sz002912,sz002916,sz002947,sz002950,sz002953,sz002962,sz002968,sz002970,sz002975,sz002976,sz002980,sz002981,sz002983,sz300001,sz300031,sz300036,sz300041,sz300212,sz300223,sz300271,sz300308,sz300326,sz300357,sz300383,sz300476,sz300482,sz300485,sz300602,sz300604,sz300655,sz300659,sz300673,sz300676,sz300681,sz300683,sz300684,sz300738,sz300768,sz300769,sz300783,sz300792",210
2020-09-14,"bj430198,bj836239,sh600338,sh600621,sh600828,sh600855,sh600998,sh601011,sh601999,sh603003,sh603031,sh603197,sh603220,sh603496,sh603508,sh603515,sh603516,sh603703,sh603717,sh603912,sh603929,sh603937,sh688007,sh688159,sh688466,sh688600,sz000016,sz000417,sz000425,sz000590,sz000608,sz000793,sz000815,sz000859,sz000892,sz000917,sz000936,sz002063,sz002065,sz002079,sz002091,sz002119,sz002125,sz002161,sz002180,sz002194,sz002264,sz002268,sz002279,sz002363,sz002368,sz002383,sz002397,sz002481,sz002536,sz002547,sz002551,sz002685,sz002733,sz002777,sz002792,sz002823,sz002837,sz002861,sz002923,sz002929,sz002957,sz002965,sz300113,sz300379,sz300396,sz300453,sz300463,sz300504,sz300538,sz300590,sz300603,sz300633,sz300735,sz300766,sz300833,sz300835,sz300838",83
2020-09-15,"sh600216,sh600812,sh603096,sh603186,sh603379,sh603390,sh603566,sh603707,sh603708,sh603711,sh605366,sz000006,sz000564,sz002204,sz002369,sz002382,sz002528,sz002632,sz002901,sz300482",20
2020-09-16,"sh600387,sh600487,sh603360,sh605001,sz000815,sz002234,sz002299",7
2020-09-17,"bj430198,sh600239,sh600315,sh600505,sh600746,sh600811,sh600828,sh600883,sh601068,sh601609,sh603083,sh603189,sh603496,sh603508,sh603516,sh603577,sh603679,sh603681,sh603682,sh603685,sh603703,sh603717,sh603789,sh603839,sh603912,sh603927,sh603929,sh603933,sh603937,sh688085,sh688166,sh688466,sz000158,sz000590,sz000681,sz000810,sz000859,sz002114,sz002115,sz002120,sz002161,sz002174,sz002194,sz002227,sz002268,sz002273,sz002279,sz002528,sz002530,sz002733,sz002796,sz002837,sz002861,sz002929,sz002970,sz300113,sz300406,sz300681,sz300709,sz300735,sz300766,sz300792",62
2020-09-18,"bj836239,sh600136,sh600200,sh600216,sh600387,sh600529,sh600594,sh600604,sh600619,sh600626,sh600812,sh600880,sh601011,sh601200,sh601999,sh603030,sh603096,sh603220,sh603289,sh603515,sh603559,sh603669,sh603686,sh603711,sh603738,sh603739,sh603879,sh603880,sz000068,sz000403,sz000417,sz000564,sz000793,sz000868,sz000892,sz000915,sz000936,sz000989,sz002047,sz002065,sz002100,sz002160,sz002187,sz002204,sz002234,sz002264,sz002299,sz002330,sz002363,sz002382,sz002458,sz002511,sz002515,sz002547,sz002551,sz002567,sz002591,sz002603,sz002624,sz002632,sz002642,sz002644,sz002655,sz002661,sz002685,sz002690,sz002697,sz002723,sz002760,sz002856,sz002858,sz002898,sz002907,sz300119,sz300175,sz300188,sz300229,sz300326,sz300357,sz300453,sz300498,sz300504,sz300573,sz300595,sz300653",85
2020-09-21,"bj835305,sh600491,sz000975",3
2020-09-22,"sh600315,sh688166,sz002427,sz002624,sz300119,sz300595",6
2020-09-23,"sh600126,sh600216,sh600619,sh600689,sh600692,sh600804,sh600811,sh600880,sh603258,sh603496,sh603538,sh603602,sh603686,sh603839,sh603879,sh603937,sh605158,sh605399,sz000056,sz000158,sz000793,sz000868,sz000915,sz001914,sz002187,sz002234,sz002292,sz002317,sz002330,sz002511,sz002567,sz002644,sz002653,sz002655,sz002685,sz002690,sz002695,sz002714,sz002760,sz002895,sz002923,sz300031,sz300175,sz300188,sz300220,sz300229,sz300233,sz300319,sz300326,sz300404,sz300504,sz300567,sz300571,sz300633,sz300659,sz300681,sz300709,sz300735,sz300792,sz300815",60
2020-09-24,"sh600639,sh603499,sh603516,sz002858",4
2020-09-25,"sh600222,sh600232,sh600338,sh600733,sh600880,sh600883,sh600975,sh601999,sh603096,sh603327,sh603508,sh603598,sh603686,sh603717,sh603903,sz000700,sz002044,sz002047,sz002134,sz002187,sz002328,sz002356,sz002404,sz002461,sz002490,sz002567,sz002606,sz002609,sz002723,sz002760,sz002840,sz002861,sz002957,sz300113,sz300188,sz300271,sz300457,sz300486,sz300596,sz300709,sz300735,sz300761,sz300792,sz300815",44
2020-09-28,"bj430198,sh600136,sh600231,sh600703,sh600745,sh600828,sh600962,sh601011,sh601177,sh603186,sh603198,sh603305,sh603496,sh603528,sh603666,sh603823,sh603868,sh603876,sh603936,sz000090,sz000155,sz000417,sz000503,sz000582,sz000628,sz000668,sz000869,sz002034,sz002065,sz002100,sz002202,sz002273,sz002330,sz002374,sz002388,sz002401,sz002439,sz002456,sz002511,sz002613,sz002629,sz002663,sz002876,sz002971,sz300088,sz300184,sz300281,sz300305,sz300308,sz300401,sz300476,sz300497,sz300499,sz300523,sz300609,sz300630,sz300681",57
2020-09-29,"sh600070,sh600082,sh600100,sh600126,sh600128,sh600131,sh600171,sh600197,sh600198,sh600206,sh600212,sh600232,sh600235,sh600249,sh600322,sh600330,sh600332,sh600353,sh600360,sh600367,sh600378,sh600379,sh600410,sh600439,sh600476,sh600520,sh600536,sh600551,sh600560,sh600571,sh600576,sh600600,sh600604,sh600615,sh600619,sh600626,sh600639,sh600641,sh600657,sh600689,sh600692,sh600712,sh600719,sh600730,sh600734,sh600746,sh600750,sh600773,sh600776,sh600804,sh600805,sh600807,sh600811,sh600843,sh600844,sh600850,sh600853,sh600855,sh600883,sh600884,sh600895,sh600975,sh600993,sh601068,sh601567,sh601700,sh601718,sh601801,sh603002,sh603003,sh603009,sh603019,sh603029,sh603041,sh603042,sh603060,sh603068,sh603083,sh603108,sh603113,sh603138,sh603158,sh603159,sh603189,sh603192,sh603214,sh603220,sh603226,sh603256,sh603266,sh603286,sh603297,sh603322,sh603329,sh603336,sh603356,sh603363,sh603365,sh603383,sh603385,sh603399,sh603421,sh603506,sh603516,sh603530,sh603551,sh603577,sh603602,sh603607,sh603610,sh603611,sh603618,sh603636,sh603662,sh603676,sh603685,sh603687,sh603688,sh603690,sh603701,sh603703,sh603707,sh603717,sh603729,sh603738,sh603739,sh603773,sh603779,sh603799,sh603803,sh603810,sh603815,sh603839,sh603879,sh603887,sh603908,sh603912,sh603927,sh603929,sh603937,sh603967,sh603978,sh603980,sh603982,sh603983,sh603988,sh603998,sh603999,sh605158,sh605166,sh688007,sh688020,sh688025,sh688106,sh688159,sh688218,sh688300,sh688310,sh688312,sh688379,sh688579,sz000016,sz000049,sz000050,sz000063,sz000070,sz000158,sz000403,sz000425,sz000501,sz000510,sz000532,sz000554,sz000567,sz000590,sz000605,sz000609,sz000661,sz000672,sz000681,sz000682,sz000700,sz000766,sz000793,sz000810,sz000819,sz000851,sz000856,sz000859,sz000892,sz000936,sz000965,sz000989,sz001914,sz002036,sz002046,sz002062,sz002079,sz002084,sz002091,sz002094,sz002104,sz002115,sz002117,sz002119,sz002125,sz002134,sz002135,sz002137,sz002148,sz002150,sz002157,sz002158,sz002160,sz002161,sz002168,sz002169,sz002175,sz002180,sz002182,sz002183,sz002184,sz002185,sz002193,sz002199,sz002204,sz002205,sz002224,sz002227,sz002229,sz002230,sz002231,sz002234,sz002243,sz002264,sz002268,sz002279,sz002292,sz002299,sz002301,sz002316,sz002317,sz002320,sz002321,sz002326,sz002328,sz002350,sz002363,sz002364,sz002365,sz002369,sz002383,sz002384,sz002396,sz002397,sz002405,sz002436,sz002449,sz002458,sz002461,sz002467,sz002480,sz002491,sz002495,sz002498,sz002510,sz002526,sz002528,sz002530,sz002536,sz002554,sz002559,sz002567,sz002578,sz002591,sz002632,sz002636,sz002640,sz002642,sz002644,sz002657,sz002682,sz002689,sz002695,sz002731,sz002733,sz002750,sz002755,sz002782,sz002796,sz002798,sz002828,sz002837,sz002846,sz002873,sz002886,sz002888,sz002895,sz002907,sz002908,sz002921,sz002923,sz002929,sz002937,sz002943,sz002952,sz002956,sz002976,sz300001,sz300017,sz300031,sz300036,sz300051,sz300054,sz300075,sz300078,sz300081,sz300097,sz300113,sz300134,sz300161,sz300166,sz300204,sz300227,sz300233,sz300292,sz300319,sz300326,sz300379,sz300383,sz300384,sz300394,sz300404,sz300417,sz300451,sz300458,sz300468,sz300474,sz300477,sz300493,sz300498,sz300504,sz300525,sz300548,sz300560,sz300567,sz300571,sz300578,sz300590,sz300602,sz300615,sz300618,sz300620,sz300633,sz300634,sz300653,sz300683,sz300684,sz300688,sz300691,sz300706,sz300723,sz300761,sz300765,sz300771,sz300783,sz300808,sz300809",368
2020-09-30,"bj831039,bj834415,sh600135,sh600180,sh600222,sh600239,sh600265,sh600268,sh600287,sh600373,sh600408,sh600491,sh600586,sh600594,sh600812,sh600828,sh600834,sh600892,sh601086,sh601226,sh603020,sh603032,sh603117,sh603121,sh603229,sh603505,sh603590,sh603598,sh603667,sh603755,sh603790,sh603895,sh688004,sh688021,sh688108,sh688186,sh688222,sh688377,sh688398,sh688466,sz000032,sz000065,sz000096,sz000426,sz000526,sz000586,sz000622,sz000709,sz000710,sz000958,sz000997,sz002044,sz002103,sz002123,sz002195,sz002337,sz002349,sz002424,sz002481,sz002515,sz002542,sz002573,sz002608,sz002613,sz002661,sz002700,sz002792,sz002836,sz002838,sz002840,sz002843,sz002858,sz002885,sz002910,sz002950,sz002972,sz300141,sz300142,sz300191,sz300331,sz300364,sz300381,sz300441,sz300546,sz300559,sz300659,sz300674,sz300836",88
2020-10-09,"sh600037,sh600052,sh600126,sh600190,sh600191,sh600200,sh600216,sh600223,sh600225,sh600231,sh600272,sh600307,sh600367,sh600378,sh600387,sh600410,sh600487,sh600529,sh600536,sh600540,sh600550,sh600551,sh600569,sh600579,sh600589,sh600626,sh600641,sh600645,sh600666,sh600681,sh600720,sh600734,sh600756,sh600773,sh600777,sh600797,sh600811,sh600818,sh600843,sh600874,sh600880,sh600968,sh600975,sh601008,sh601068,sh601177,sh601326,sh601399,sh601518,sh601567,sh601609,sh601700,sh601999,sh603019,sh603030,sh603045,sh603068,sh603079,sh603095,sh603115,sh603169,sh603226,sh603289,sh603327,sh603331,sh603339,sh603383,sh603385,sh603399,sh603506,sh603518,sh603538,sh603596,sh603607,sh603608,sh603636,sh603676,sh603681,sh603682,sh603823,sh603839,sh603868,sh603876,sh603929,sh603933,sh603948,sh603963,sh603978,sh603982,sh603986,sh603998,sh605001,sh605158,sh605318,sh605366,sh605399,sh688106,sh688258,sh688379,sh688393,sh688518,sh688566,sz000019,sz000056,sz000410,sz000501,sz000523,sz000557,sz000564,sz000582,sz000605,sz000607,sz000628,sz000629,sz000652,sz000669,sz000681,sz000700,sz000713,sz000723,sz000758,sz000766,sz000800,sz000809,sz000810,sz000818,sz000889,sz001914,sz002011,sz002040,sz002114,sz002115,sz002116,sz002117,sz002137,sz002141,sz002166,sz002174,sz002180,sz002182,sz002188,sz002205,sz002208,sz002227,sz002234,sz002251,sz002268,sz002274,sz002275,sz002279,sz002299,sz002302,sz002304,sz002307,sz002320,sz002404,sz002427,sz002437,sz002442,sz002449,sz002451,sz002508,sz002510,sz002514,sz002528,sz002549,sz002550,sz002564,sz002567,sz002629,sz002653,sz002663,sz002668,sz002689,sz002693,sz002721,sz002731,sz002745,sz002758,sz002777,sz002796,sz002842,sz002853,sz002869,sz002902,sz002907,sz002941,sz002963,sz002971,sz002976,sz002990,sz300017,sz300045,sz300052,sz300093,sz300113,sz300220,sz300226,sz300315,sz300319,sz300324,sz300369,sz300384,sz300458,sz300474,sz300477,sz300482,sz300498,sz300499,sz300523,sz300548,sz300598,sz300609,sz300618,sz300709,sz300761,sz300790,sz300793,sz300805,sz300815,sz300835",221
2020-10-12,"sh600425,sh601595,sh603927,sz002354,sz002798,sz300192",6
2020-10-13,sz002905,1
2020-10-16,"sh600007,sh600225,sh600415,sh600606,sh600739,sh601086,sz000668,sz002059,sz002178,sz002602,sz002869,sz002905,sz002941,sz300220,sz300661",15
2020-10-19,"sh600100,sh600258,sh600604,sh600734,sh601020,sh601595,sh601999,sh603068,sh688508,sh688569,sz000523,sz000695,sz000766,sz000860,sz002168,sz002234,sz002279,sz002307,sz002365,sz002458,sz002767,sz002986,sz300133,sz300226,sz300609,sz300762",26
2020-10-20,"sh600138,sh600191,sh600265,sh600365,sh600425,sh600579,sh600715,sh600749,sh600778,sh600801,sh600984,sh601599,sh601880,sh603033,sh603103,sh603136,sh603232,sh603579,sh603636,sh603685,sh603777,sh605366,sh605399,sh688258,sh688379,sz000158,sz000410,sz000415,sz000501,sz000659,sz000672,sz000739,sz000800,sz000818,sz000938,sz000993,sz001914,sz002174,sz002178,sz002188,sz002217,sz002425,sz002470,sz002558,sz002565,sz002602,sz002624,sz002632,sz002712,sz002739,sz002745,sz002773,sz002796,sz002798,sz002852,sz002869,sz002883,sz002918,sz002996,sz300192,sz300220,sz300371,sz300474,sz300523,sz300525,sz300661,sz300709,sz300737,sz300770",69
2020-10-21,"sh600258,sh603682,sh603927,sh688068,sh688300,sz000892,sz000895,sz300003,sz300530,sz300575",10
2020-10-22,"sh600536,sh600605,sh600745,sh601162,sh603186,sh603700,sz000889,sz000959,sz002187,sz002279,sz002409,sz002425,sz002449,sz002602,sz002883,sz002984,sz002986,sz300452,sz300558,sz300592,sz300674",21
2020-10-23,"sh600523,sh600642,sh600774,sh603088,sh603686,sh603722,sh688222,sz000668,sz002028,sz002034,sz002250,sz002320,sz002353,sz002370,sz002616,sz002771,sz002941,sz300525,sz300761",19
2020-10-26,"sh600070,sh600201,sh600225,sh600234,sh600265,sh600323,sh600699,sh600734,sh600845,sh600847,sh600984,sh601020,sh601086,sh601399,sh603103,sh603196,sh603227,sh603363,sh603506,sh603538,sh603596,sh603700,sh603713,sh603726,sh603991,sh688029,sh688037,sh688051,sh688068,sh688098,sh688126,sh688508,sz000011,sz000020,sz000037,sz000506,sz000566,sz000567,sz000631,sz000661,sz000697,sz000710,sz000739,sz000789,sz000877,sz000895,sz000925,sz000938,sz001914,sz002025,sz002048,sz002106,sz002271,sz002414,sz002425,sz002624,sz002629,sz002693,sz002712,sz002714,sz002755,sz002768,sz002793,sz002798,sz002852,sz002880,sz002890,sz002897,sz002918,sz002942,sz002965,sz002990,sz300192,sz300213,sz300371,sz300395,sz300482,sz300552,sz300558,sz300592,sz300737,sz300757,sz300767,sz300770,sz300815",85
2020-10-27,"sh600073,sh600129,sh600155,sh600185,sh600246,sh600318,sh600359,sh600425,sh600489,sh600536,sh600570,sh600581,sh600620,sh600685,sh600721,sh600739,sh600804,sh600834,sh600880,sh601066,sh601162,sh603033,sh603068,sh603136,sh603168,sh603236,sh603353,sh603444,sh603520,sh603588,sh603708,sh603718,sh603777,sh603881,sh603960,sh605366,sh688025,sh688077,sh688081,sh688156,sh688181,sh688228,sh688268,sh688277,sh688309,sh688318,sh688379,sh688596,sz000096,sz000159,sz000501,sz000534,sz000592,sz000603,sz000713,sz000796,sz000860,sz000876,sz000910,sz000935,sz000987,sz000993,sz002066,sz002069,sz002123,sz002157,sz002189,sz002250,sz002294,sz002348,sz002365,sz002370,sz002385,sz002409,sz002490,sz002508,sz002550,sz002602,sz002661,sz002667,sz002745,sz002822,sz002831,sz002866,sz002956,sz002959,sz002963,sz002969,sz002984,sz002985,sz002986,sz002996,sz300003,sz300054,sz300136,sz300142,sz300212,sz300315,sz300331,sz300346,sz300452,sz300496,sz300523,sz300573,sz300598,sz300607,sz300659,sz300762,sz300803,sz300816,sz300837",111
2020-10-28,"sh600009,sh600070,sh600114,sh600180,sh600257,sh600298,sh600328,sh600338,sh600365,sh600490,sh600505,sh600523,sh600579,sh600714,sh600745,sh600785,sh600844,sh600872,sh600977,sh601568,sh603006,sh603078,sh603099,sh603226,sh603229,sh603377,sh603637,sh603663,sh603682,sh603690,sh603719,sh603788,sh603810,sh603815,sh603916,sh603927,sh605399,sh688037,sh688418,sz000089,sz000430,sz000523,sz000620,sz000668,sz000766,sz000802,sz000823,sz000948,sz000962,sz002032,sz002049,sz002146,sz002174,sz002175,sz002261,sz002470,sz002547,sz002664,sz002670,sz002712,sz002766,sz002771,sz002793,sz002827,sz002940,sz002947,sz002957,sz300017,sz300070,sz300133,sz300324,sz300378,sz300454,sz300530,sz300757",75
2020-10-29,"sh600161,sh600193,sh600265,sh600318,sh600460,sh600468,sh600609,sh600642,sh600748,sh600811,sh600873,sh601599,sh601696,sh601788,sh601801,sh603032,sh603033,sh603042,sh603499,sh603687,sh603726,sh603777,sh688068,sh688069,sh688222,sh688360,sh688379,sz000006,sz000652,sz000656,sz000782,sz000917,sz000935,sz002066,sz002234,sz002298,sz002302,sz002307,sz002314,sz002365,sz002396,sz002399,sz002439,sz002526,sz002693,sz002733,sz002768,sz002905,sz002950,sz300142,sz300148,sz300212,sz300326,sz300345,sz300388,sz300422,sz300559,sz300604,sz300636,sz300762",60
2020-10-30,"bj837212,sh600536,sh600745,sh600977,sh601229,sh603019,sh603068,sh603078,sh603690,sh688126,sh688277,sz000016,sz000032,sz002387,sz002470,sz002627,sz002916,sz300134,sz300223,sz300236,sz300346,sz300598,sz300672,sz300738",24
2020-11-02,"sh600070,sh600082,sh600155,sh600338,sh600489,sh600520,sh600577,sh600621,sh600682,sh600712,sh600714,sh600722,sh600778,sh600802,sh600811,sh600818,sh600847,sh600929,sh600971,sh601020,sh601086,sh601128,sh601162,sh601519,sh601990,sh603006,sh603023,sh603025,sh603042,sh603083,sh603088,sh603095,sh603115,sh603196,sh603200,sh603283,sh603318,sh603363,sh603399,sh603421,sh603506,sh603551,sh603586,sh603611,sh603639,sh603679,sh603685,sh603828,sh603876,sh603888,sh603895,sh603988,sh605128,sh605318,sh688077,sh688090,sh688159,sz000020,sz000096,sz000417,sz000430,sz000501,sz000523,sz000534,sz000567,sz000592,sz000603,sz000633,sz000656,sz000716,sz000753,sz000758,sz000766,sz000782,sz000810,sz000848,sz000889,sz000917,sz000935,sz000936,sz000975,sz000998,sz002017,sz002028,sz002055,sz002069,sz002084,sz002160,sz002169,sz002187,sz002232,sz002235,sz002243,sz002292,sz002314,sz002326,sz002348,sz002379,sz002396,sz002397,sz002401,sz002442,sz002480,sz002485,sz002494,sz002518,sz002549,sz002550,sz002564,sz002597,sz002641,sz002667,sz002670,sz002690,sz002713,sz002733,sz002757,sz002768,sz002813,sz002824,sz002852,sz002860,sz002890,sz002941,sz002947,sz002969,sz002972,sz002985,sz300024,sz300033,sz300053,sz300054,sz300070,sz300078,sz300196,sz300220,sz300284,sz300290,sz300303,sz300324,sz300338,sz300374,sz300449,sz300525,sz300528,sz300607,sz300731,sz300793,sz300833,sz300837",150
2020-11-03,"sh600004,sh600009,sh600026,sh600037,sh600051,sh600055,sh600057,sh600064,sh600072,sh600088,sh600117,sh600127,sh600129,sh600130,sh600137,sh600161,sh600180,sh600191,sh600200,sh600201,sh600208,sh600216,sh600218,sh600227,sh600228,sh600230,sh600246,sh600250,sh600272,sh600318,sh600323,sh600327,sh600328,sh600330,sh600331,sh600340,sh600343,sh600351,sh600359,sh600365,sh600367,sh600371,sh600380,sh600387,sh600389,sh600396,sh600410,sh600415,sh600419,sh600425,sh600463,sh600475,sh600482,sh600501,sh600505,sh600515,sh600517,sh600523,sh600527,sh600552,sh600556,sh600589,sh600597,sh600601,sh600603,sh600604,sh600609,sh600620,sh600626,sh600628,sh600633,sh600640,sh600653,sh600666,sh600673,sh600679,sh600684,sh600698,sh600715,sh600718,sh600725,sh600726,sh600727,sh600748,sh600758,sh600764,sh600775,sh600777,sh600794,sh600796,sh600812,sh600822,sh600844,sh600846,sh600872,sh600880,sh600889,sh600895,sh600918,sh600977,sh600989,sh600990,sh600992,sh600995,sh600996,sh601002,sh601066,sh601077,sh601108,sh601111,sh601116,sh601229,sh601360,sh601599,sh601606,sh601696,sh601699,sh601700,sh601788,sh601801,sh601811,sh601869,sh601890,sh603000,sh603019,sh603020,sh603030,sh603032,sh603033,sh603079,sh603096,sh603099,sh603103,sh603105,sh603106,sh603118,sh603138,sh603168,sh603177,sh603186,sh603226,sh603228,sh603299,sh603331,sh603336,sh603351,sh603353,sh603390,sh603439,sh603499,sh603508,sh603527,sh603538,sh603559,sh603567,sh603595,sh603602,sh603607,sh603610,sh603612,sh603619,sh603636,sh603660,sh603663,sh603682,sh603686,sh603687,sh603688,sh603693,sh603696,sh603700,sh603703,sh603719,sh603721,sh603733,sh603755,sh603776,sh603777,sh603788,sh603790,sh603798,sh603838,sh603839,sh603843,sh603863,sh603880,sh603916,sh603960,sh603987,sh603989,sh605001,sh605366,sh605399,sh688004,sh688022,sh688026,sh688060,sh688068,sh688069,sh688118,sh688126,sh688156,sh688177,sh688228,sh688258,sh688277,sh688278,sh688309,sh688310,sh688312,sh688360,sh688377,sh688466,sh688500,sh688505,sh688518,sh688528,sh688577,sh688579,sh688600,sz000006,sz000014,sz000019,sz000026,sz000037,sz000058,sz000063,sz000068,sz000070,sz000089,sz000090,sz000153,sz000157,sz000158,sz000159,sz000421,sz000425,sz000505,sz000506,sz000517,sz000518,sz000519,sz000528,sz000548,sz000561,sz000566,sz000609,sz000610,sz000620,sz000622,sz000639,sz000652,sz000668,sz000676,sz000677,sz000695,sz000697,sz000700,sz000705,sz000711,sz000719,sz000721,sz000722,sz000726,sz000777,sz000793,sz000802,sz000815,sz000818,sz000823,sz000851,sz000860,sz000877,sz000881,sz000892,sz000903,sz000910,sz000925,sz000926,sz000938,sz000948,sz000957,sz000959,sz000973,sz000977,sz000987,sz000993,sz000997,sz001896,sz002023,sz002033,sz002065,sz002066,sz002106,sz002114,sz002124,sz002126,sz002141,sz002146,sz002161,sz002168,sz002174,sz002177,sz002188,sz002189,sz002195,sz002198,sz002200,sz002208,sz002242,sz002261,sz002269,sz002279,sz002298,sz002300,sz002302,sz002307,sz002320,sz002321,sz002322,sz002336,sz002343,sz002349,sz002353,sz002365,sz002369,sz002370,sz002378,sz002383,sz002385,sz002387,sz002398,sz002399,sz002400,sz002413,sz002432,sz002437,sz002449,sz002453,sz002468,sz002486,sz002489,sz002491,sz002498,sz002510,sz002515,sz002530,sz002537,sz002547,sz002548,sz002552,sz002560,sz002566,sz002584,sz002592,sz002596,sz002602,sz002605,sz002606,sz002616,sz002624,sz002627,sz002635,sz002645,sz002657,sz002658,sz002661,sz002688,sz002691,sz002693,sz002694,sz002697,sz002698,sz002702,sz002717,sz002731,sz002732,sz002734,sz002742,sz002746,sz002753,sz002762,sz002771,sz002787,sz002792,sz002793,sz002796,sz002798,sz002803,sz002815,sz002827,sz002828,sz002837,sz002838,sz002846,sz002848,sz002866,sz002869,sz002875,sz002877,sz002880,sz002897,sz002900,sz002902,sz002905,sz002916,sz002923,sz002933,sz002948,sz002950,sz002951,sz002956,sz002957,sz002963,sz002968,sz002971,sz002981,sz002986,sz002989,sz002990,sz002992,sz002996,sz300002,sz300010,sz300017,sz300020,sz300042,sz300052,sz300058,sz300075,sz300081,sz300094,sz300098,sz300113,sz300134,sz300137,sz300143,sz300148,sz300175,sz300180,sz300184,sz300190,sz300203,sz300204,sz300209,sz300213,sz300246,sz300251,sz300291,sz300292,sz300302,sz300319,sz300322,sz300326,sz300331,sz300334,sz300339,sz300346,sz300352,sz300364,sz300383,sz300388,sz300455,sz300482,sz300497,sz300523,sz300531,sz300538,sz300545,sz300552,sz300571,sz300579,sz300584,sz300590,sz300602,sz300604,sz300609,sz300684,sz300735,sz300757,sz300762,sz300767,sz300773,sz300815",484
